chunk_id,document_name,page_number,content,source
acs_handbook.pdf_p60_c272,acs_handbook.pdf,60,"in Colorado in 2015 falls somewhere between 554,630 and 574,884. Put another way, if the ACS were independently conducted 100 times in 2015, sampling theory suggests that 90 times the estimate of one-person households in Colorado would fall in the given confidence interval. Estimates with smaller MOEs—relative to the value of the estimate—will have narrower confidence intervals indicating that the estimate is more precise and has less sampling error associated with it. TIP: When constructing confidence intervals from MOEs, data users should be aware of any “natural” limits on the upper and lower bounds. For example, if a population estimate","acs_handbook.pdf, Page 60"
acs_handbook.pdf_p60_c273,acs_handbook.pdf,60,"users should be aware of any “natural” limits on the upper and lower bounds. For example, if a population estimate is near zero, the calculated value of the lower confidence bound may be less than zero. However, a negative number of people does not make sense, so the lower confidence bound should be reported as zero instead. For other estimates, such as income, negative values may be valid. Another natural limit would be 100 percent for the upper confidence bound of a percent estimate. Data users should always keep the context and meaning of an estimate in mind when creating","acs_handbook.pdf, Page 60"
acs_handbook.pdf_p60_c274,acs_handbook.pdf,60,of a percent estimate. Data users should always keep the context and meaning of an estimate in mind when creating and interpreting confidence intervals. Standard Errors and Coefficients of Variation A standard error (SE) measures the variability of an estimate due to sampling and provides the basis for calcu- lating the MOE. The SE provides a quantitative measure of the extent to which an estimate derived from a sam- ple can be expected to deviate from the value for the full population. SEs are needed to calculate coefficients of,"acs_handbook.pdf, Page 60"
acs_handbook.pdf_p60_c275,acs_handbook.pdf,60,full population. SEs are needed to calculate coefficients of,"acs_handbook.pdf, Page 60"
acs_handbook.pdf_p61_c276,acs_handbook.pdf,61,"Understanding and Using American Community Survey Data 55 What All Data Users Need to Know 55 U.S. Census Bureau variation and to conduct tests of statistical significance. Data users can easily calculate the SE of an ACS esti- mate by dividing the positive value of its MOE by 1.645 as shown below:57 (1) Using the data in Table 7.1, the SE for the number of one-person households in Colorado in 2015 would be: The SE for an estimate depends on the underlying variability in the population for that characteristic and the sample size used for the survey. In general, the","acs_handbook.pdf, Page 61"
acs_handbook.pdf_p61_c277,acs_handbook.pdf,61,"the underlying variability in the population for that characteristic and the sample size used for the survey. In general, the larger the sample size, the smaller the SE of the estimates pro- duced from the sample data. This relationship between sample size and SE is the reason that ACS estimates for less populous areas are only published using multiple years of data. Combining data from multiple ACS 1-year files increases sample size and helps to reduce SEs. Coefficients of variation are another useful measure of sampling error. A coefficient of variation (CV) measures the relative amount of sampling error that","acs_handbook.pdf, Page 61"
acs_handbook.pdf_p61_c278,acs_handbook.pdf,61,"are another useful measure of sampling error. A coefficient of variation (CV) measures the relative amount of sampling error that is associated with a sample estimate. The CV is calculated as the ratio of the SE for an estimate to the estimate itself and is usually expressed as a percent: (2) A small CV indicates that the SE is small relative to the estimate, and a data user can be more confident that the estimate is close to the population value. The CV is also an indicator of the reliability of an estimate. When the SE of an estimate is","acs_handbook.pdf, Page 61"
acs_handbook.pdf_p61_c279,acs_handbook.pdf,61,"value. The CV is also an indicator of the reliability of an estimate. When the SE of an estimate is close to the value of the estimate, the CV will be larger, indicating that the estimate has a large amount of sampling error associated with it and is not very reliable. For the example of one-person house- holds in Colorado, the CV would be calculated as: 58 A CV of 1.1 percent indicates that the ACS estimate of one-person households in Colorado has a relatively small amount of sampling error and is quite reliable. Data users often find it easier","acs_handbook.pdf, Page 61"
acs_handbook.pdf_p61_c280,acs_handbook.pdf,61,"in Colorado has a relatively small amount of sampling error and is quite reliable. Data users often find it easier to interpret and compare CVs across a series of ACS estimates than to interpret and compare SEs. There are no hard-and-fast rules for determining an acceptable range of error in ACS estimates. Instead, data users must evaluate each application to determine the level of precision that is needed for an ACS estimate to be useful. For more information, visit the Census Bureau’s Web page on Data Suppression. 59 Determining Statistical Significance One of the most important uses of ACS data","acs_handbook.pdf, Page 61"
acs_handbook.pdf_p61_c281,acs_handbook.pdf,61,"Census Bureau’s Web page on Data Suppression. 59 Determining Statistical Significance One of the most important uses of ACS data is to make comparisons between estimates—across different geo- graphic areas, different time periods, or different population subgroups. Data users may also want to compare ACS estimates with data from past decennial censuses. For any comparisons based on ACS data, it is important to take into account the sampling error associated with each estimate through the use of a statistical test for significance. This test shows whether the observed difference between estimates likely represents a true differ- ence that exists within","acs_handbook.pdf, Page 61"
acs_handbook.pdf_p61_c282,acs_handbook.pdf,61,"for significance. This test shows whether the observed difference between estimates likely represents a true differ- ence that exists within the full population (is statistically significant) or instead has occurred by chance because of sampling (is not statistically significant). Statistical significance means that there is strong statistical evidence 57 Data users working with ACS 1-year estimates for 2005 or earlier should divide the MOE by the value 1.65 as that was the value used to de- rive the published MOE from the SE in those years. 58 The examples provided in this section use unrounded values in their calculations, but","acs_handbook.pdf, Page 61"
acs_handbook.pdf_p61_c283,acs_handbook.pdf,61,"from the SE in those years. 58 The examples provided in this section use unrounded values in their calculations, but the values displayed are rounded to three decimal places. For percentages that use a numerator or denominator from a prior example, the unrounded value is used, although the rounded value is displayed. 59 U.S. Census Bureau, American Community Survey, Data Suppression, <www.census.gov/programs-surveys/acs/technical-documentation /data-suppression.html>.","acs_handbook.pdf, Page 61"
acs_handbook.pdf_p62_c284,acs_handbook.pdf,62,"56 Understanding and Using American Community Survey Data 56 What All Data Users Need to Know U.S. Census Bureau that a true difference exists within the full population. Data users should not rely on overlapping confidence intervals as a test for statistical significance because this method will not always provide an accurate result. When comparing two ACS estimates, a test for significance can be carried out by making several calculations using the estimates and their corresponding SEs. These calculations are straightforward given the published MOEs available for ACS estimates in data.census.gov and many other Census Bureau data products. The steps","acs_handbook.pdf, Page 62"
acs_handbook.pdf_p62_c285,acs_handbook.pdf,62,straightforward given the published MOEs available for ACS estimates in data.census.gov and many other Census Bureau data products. The steps to test for a statistically significant difference between two ACS estimates are as follows: 1. Calculate the SEs for the two ACS estimates using formula (1). 2. Square the resulting SE for each estimate. 3. Sum the squared SEs. 4. Calculate the square root of the sum of the squared SEs. 5. Divide the difference between the two ACS estimates by the square root of the sum of the squared SEs. 6. Compare the absolute value of the result from,"acs_handbook.pdf, Page 62"
acs_handbook.pdf_p62_c286,acs_handbook.pdf,62,"by the square root of the sum of the squared SEs. 6. Compare the absolute value of the result from Step 5 with the critical value for the desired level of confi- dence (1.645 for 90 percent, 1.960 for 95 percent, or 2.576 for 99 percent). 7. If the absolute value of the result from Step 5 is greater than the critical value, then the difference between the two estimates can be considered statistically significant, at the level of confidence corresponding to the critical value selected in Step 6. Algebraically, the significance test can be expressed as follows: If (3)","acs_handbook.pdf, Page 62"
acs_handbook.pdf_p62_c287,acs_handbook.pdf,62,"corresponding to the critical value selected in Step 6. Algebraically, the significance test can be expressed as follows: If (3) then the difference between estimates and is statistically significant at the specified confidence level (CL) where and are the estimates being compared SE1 is the SE for estimate SE2 is the SE for estimate ZCL is the critical value for the desired confidence level (1.645 for 90 percent, 1.960 for 95 percent, and 2.576 for 99 percent). The example below shows how to determine if the difference in the estimated percentage of householders age 65 or older who live alone","acs_handbook.pdf, Page 62"
acs_handbook.pdf_p62_c288,acs_handbook.pdf,62,"shows how to determine if the difference in the estimated percentage of householders age 65 or older who live alone between Florida (estimated percentage = 12.6, MOE = 0.2) and Arizona (estimated percentage = 10.5, MOE = 0.3) is statistically significant, based on 2015 ACS data. Using formula (1) above, first calculate the corresponding standard errors for Florida (0.122) and Arizona (0.182) by dividing the MOEs by 1.645. Then, using formula (3) above, calculate the test value as follows:","acs_handbook.pdf, Page 62"
acs_handbook.pdf_p63_c289,acs_handbook.pdf,63,"Understanding and Using American Community Survey Data 57 What All Data Users Need to Know 57 U.S. Census Bureau Since the test value (9.581) is greater than the critical value for a confidence level of 90 percent (1.645), the dif- ference in the percentages is statistically significant at a 90 percent confidence level. A rough interpretation of the result is that the user can be 90 percent certain that a difference exists between the percentage of house- holders aged 65 or older who live alone in Florida and in Arizona. By contrast, if the corresponding estimate for Indiana (estimated percentage","acs_handbook.pdf, Page 63"
acs_handbook.pdf_p63_c290,acs_handbook.pdf,63,"or older who live alone in Florida and in Arizona. By contrast, if the corresponding estimate for Indiana (estimated percentage = 10.8, MOE = 0.2, SE = 0.122) were compared with the estimate for Arizona, formula (3) would yield: Since the test value (1.369) is less than the critical value for a confidence level of 90 percent (1.645), the differ- ence in percentages is not statistically significant. A rough interpretation of the result is that the user cannot be certain to any sufficient degree that the observed difference in the estimates between Indiana and Arizona was not due to chance.","acs_handbook.pdf, Page 63"
acs_handbook.pdf_p63_c291,acs_handbook.pdf,63,to any sufficient degree that the observed difference in the estimates between Indiana and Arizona was not due to chance. The Census Bureau has produced a Statistical Testing Tool to make it easier for ACS data users to conduct tests of statistical significance when comparing ACS estimates. 60 This tool consists of an Excel spreadsheet that will automatically calculate statistical significance when data users are comparing two ACS estimates or multiple estimates. Data users simply need to download ACS data from the Census Bureau’s data.census.gov Web site and insert the estimate and MOE into the correct columns and cells in,"acs_handbook.pdf, Page 63"
acs_handbook.pdf_p63_c292,acs_handbook.pdf,63,"from the Census Bureau’s data.census.gov Web site and insert the estimate and MOE into the correct columns and cells in the spreadsheet. The results are calculated automatically. The result “Yes” indicates that estimates are statistically different and the result “No” indicates the estimates are not statistically different. 61 Custom (User-Derived) Estimates In some cases, data users will need to construct custom ACS estimates by combining data across multiple geo- graphic areas or population subgroups, or it may be necessary to derive a new percentage, proportion, or ratio from published ACS data. For example, one way to address the issue of","acs_handbook.pdf, Page 63"
acs_handbook.pdf_p63_c293,acs_handbook.pdf,63,"derive a new percentage, proportion, or ratio from published ACS data. For example, one way to address the issue of unreliable estimates for individual census tracts or block groups is to aggregate geographic areas, yielding larger samples and more reliable estimates. In such cases, additional calculations are needed to produce MOEs and SEs, and to conduct tests of statistical significance for the derived estimates. The section on “Calculating Measures of Error for Derived Estimates” pro- vides detailed instructions on how to make these calculations. 60 U.S. Census Bureau, American Community Survey (ACS), Statistical Testing Tool, <www.census.gov/programs-surveys/acs/guidance /statistical-testing-tool.html>. 61 This tool","acs_handbook.pdf, Page 63"
acs_handbook.pdf_p63_c294,acs_handbook.pdf,63,"to make these calculations. 60 U.S. Census Bureau, American Community Survey (ACS), Statistical Testing Tool, <www.census.gov/programs-surveys/acs/guidance /statistical-testing-tool.html>. 61 This tool only conducts statistical testing on the estimates keyed in by the data user for comparison within the spreadsheet, and it does not adjust the MOE when making multiple comparisons, nor incorporate a Bonferroni correction or any other method in the results of the statistical testing.","acs_handbook.pdf, Page 63"
acs_handbook.pdf_p64_c295,acs_handbook.pdf,64,"58 Understanding and Using American Community Survey Data 58 What All Data Users Need to Know U.S. Census Bureau Advanced users who are aggregating ACS estimates can use the Census Bureau’s Variance Replicate Tables to produce MOEs for selected ACS 5-year Detailed Tables.62 Users can calculate MOEs for aggregated data by using the variance replicates. Unlike available approximation formulas, this method results in an exact MOE by incorporating the covariance. More information about the Variance Replicate Tables is available in the section on “Calculating Measures of Error for Derived Estimates.” Some advanced data users will also want to construct custom","acs_handbook.pdf, Page 64"
acs_handbook.pdf_p64_c296,acs_handbook.pdf,64,the section on “Calculating Measures of Error for Derived Estimates.” Some advanced data users will also want to construct custom ACS estimates from the Census Bureau’s Public Use Microdata Sample (PUMS) files. Separate instructions for calculating SEs and conducting significance tests for PUMS estimates are available on the Census Bureau’s PUMS Technical Documentation Web page. 63 It is important for data users to remember that the error measures and statistical tests described in this sec- tion do not tell us about the magnitude of nonsampling errors. More information about those types of errors is available in the section on “Measures,"acs_handbook.pdf, Page 64"
acs_handbook.pdf_p64_c297,acs_handbook.pdf,64,about the magnitude of nonsampling errors. More information about those types of errors is available in the section on “Measures of Nonsampling Error.” Additional Background Information and Tools Sample Size and Data Quality <www.census.gov/acs/www/methodology/sample-size-and-data-quality/> This Web page describes the steps the Census Bureau takes to ensure that ACS data are accurate and reliable. It also includes several measures of ACS data quality for the nation and states. Statistical Testing Tool <www.census.gov/programs-surveys/acs/guidance/statistical-testing-tool.html> The Statistical Testing Tool is a spreadsheet that tests whether ACS estimates are statistically different from one another. Simply copy or download ACS estimates and their MOEs into the,"acs_handbook.pdf, Page 64"
acs_handbook.pdf_p64_c298,acs_handbook.pdf,64,"whether ACS estimates are statistically different from one another. Simply copy or download ACS estimates and their MOEs into the tool to get instant results of statistical tests. Variance Replicate Tables <www.census.gov/programs-surveys/acs/data/variance-tables.html> Variance replicate estimate tables include estimates, MOEs, and 80 variance replicates for selected ACS 5-year Detailed Tables. The tables are intended for advanced users who are aggregating ACS data within a table or across geographic areas. Unlike available approximation formulas, this method results in an exact MOE by incorporating the covariance. 62 U.S. Census Bureau, American Community Survey (ACS), Variance Replicate Tables, <www.census.gov/programs-surveys/acs/data/variance -tables.html>. 63 U.S. Census Bureau,","acs_handbook.pdf, Page 64"
acs_handbook.pdf_p64_c299,acs_handbook.pdf,64,"incorporating the covariance. 62 U.S. Census Bureau, American Community Survey (ACS), Variance Replicate Tables, <www.census.gov/programs-surveys/acs/data/variance -tables.html>. 63 U.S. Census Bureau, American Community Survey (ACS), PUMS Technical Documentation, <www.census.gov/programs-surveys/acs /technical-documentation/pums/documentation.html>.","acs_handbook.pdf, Page 64"
acs_handbook.pdf_p65_c300,acs_handbook.pdf,65,"Understanding and Using American Community Survey Data 59 What All Data Users Need to Know 59 U.S. Census Bureau 8. CALCULATING MEASURES OF ERROR FOR DERIVED ESTIMATES The U.S. Census Bureau publishes a wide range of American Community Survey (ACS) estimates through the data products provided in data.census.gov and the ACS Summary File. However, for some applications, data users may still need to construct custom ACS estimates and their associated margins of error (MOEs). For example, users may want to aggregate data across geographic areas or population subgroups, or may need to derive proportions, ratios, and percent change measures that","acs_handbook.pdf, Page 65"
acs_handbook.pdf_p65_c301,acs_handbook.pdf,65,"aggregate data across geographic areas or population subgroups, or may need to derive proportions, ratios, and percent change measures that are not provided in published ACS data products. TIP: Data users can also aggregate data across geographic areas—or across population subgroups—to produce more reliable estimates in cases where the underlying component areas have estimates with relatively large standard errors (SEs). When such derived estimates are generated, the user must calculate the associated MOEs. As described in the section on “Understanding Error and Determining Statistical Significance,” MOEs are needed to calculate SEs and coefficients of variation (CVs) and to determine statistical","acs_handbook.pdf, Page 65"
acs_handbook.pdf_p65_c302,acs_handbook.pdf,65,"Error and Determining Statistical Significance,” MOEs are needed to calculate SEs and coefficients of variation (CVs) and to determine statistical significance. The steps outlined in the sections below illustrate how to calculate the MOEs for derived counts, proportions, percentages, ratios, and percent change, which can then be translated into SEs and CVs. Calculating Measures of Error for Aggregated Count Data Aggregating Data Across Geographic Areas For some applications, data users may want to know the number of people with certain characteristics within a particular geographic region that is not included as a standard geographic area in ACS products. For example,","acs_handbook.pdf, Page 65"
acs_handbook.pdf_p65_c303,acs_handbook.pdf,65,"characteristics within a particular geographic region that is not included as a standard geographic area in ACS products. For example, a user may be interested in the number of never-married females within a tri-county area. The example below shows how to calculate the MOE, SE, and CV for such a derived estimate. To calculate the MOE for aggregated count data: 1. Obtain the MOE of each component estimate. 2. Square the MOE of each component estimate. 3. Sum the squared MOEs. 4. Take the square root of the sum of the squared MOEs. The result is the MOE for the","acs_handbook.pdf, Page 65"
acs_handbook.pdf_p65_c304,acs_handbook.pdf,65,"MOEs. 4. Take the square root of the sum of the squared MOEs. The result is the MOE for the aggregated count. Algebraically, the MOE for the aggregated count is calculated as: (1) The example below shows how to calculate the MOE and SE for the estimated number of never-married females living in the three Virginia counties/independent cities that border Washington, DC (Fairfax and Arlington coun- ties, Alexandria City) from the 2015 ACS 1-year estimates. Table 8.1. Data for Example 1 From Three Virginia Counties/Independent Cities: 2015 Characteristic Estimate MOE Never-married females living in Fairfax County (Component 1) ................................. 135,173","acs_handbook.pdf, Page 65"
acs_handbook.pdf_p65_c305,acs_handbook.pdf,65,"1 From Three Virginia Counties/Independent Cities: 2015 Characteristic Estimate MOE Never-married females living in Fairfax County (Component 1) ................................. 135,173 ±3,860 Never-married females living in Arlington County (Component 2) ................................. 43,104 ±2,642 Never-married females living in Alexandria City (Component 3) .................................. 24,842 ±1,957 Source: U.S. Census Bureau, data.census.gov, Table B12001: “Sex by Marital Status for the Population 15 Years and Over.”","acs_handbook.pdf, Page 65"
counting_young_children.pdf_p8_c51,counting_young_children.pdf,8,tax year 2020 continued to exclude unemployment compensation from state taxable income for the tax year 2021.,"counting_young_children.pdf, Page 8"
counting_young_children.pdf_p9_c52,counting_young_children.pdf,9,"9 income for either spouse; or (8) has total income above $2,000.21 Tax units that do not satisfy any of these eight requirements are presumed non-filers. Note that since all tax units that appear eligible for a positive Child Tax Credit are modeled as filers, this step does not impact CTC receipt and amount. Child Tax Credit Calculation Given tax filing status, the number of qualifying children under 6, the number of qualifying children aged 6 to17, and adjusted gross income, the CPS ASEC Tax Model calculates the CTC amount and the amount of advance payments by following line-by-line the","counting_young_children.pdf, Page 9"
counting_young_children.pdf_p9_c53,counting_young_children.pdf,9,"income, the CPS ASEC Tax Model calculates the CTC amount and the amount of advance payments by following line-by-line the instructions on Schedule 8812 (Credits for Qualifying Children and Dependents) and associated Line 5 Worksheet (Figure 1). Schedule 8812 and the Line 5 Worksheet present the various phaseouts for the CTC based on filing status. For single filers, if their AGI is less than or equal to $75,000, then they receive the full amount of CTC: $3,000 per qualifying child aged 6 to 17 and $3,600 per qualifying child under 6. For married joint filers, if their AGI is less","counting_young_children.pdf, Page 9"
counting_young_children.pdf_p9_c54,counting_young_children.pdf,9,"aged 6 to 17 and $3,600 per qualifying child under 6. For married joint filers, if their AGI is less than or equal to $150,000, then they receive the full amount of CTC. For head of household filers, if their AGI is less than or equal to $112,500, then they receive the full amount of CTC. For the first phaseout, the payments are reduced by $50 for every additional $1,000 in AGI above the applicable threshold, plateauing at $2,000. For example, for filers with one qualifying child aged 6 to 17, CTC is reduced to $2,000 if their AGI is","counting_young_children.pdf, Page 9"
counting_young_children.pdf_p9_c55,counting_young_children.pdf,9,"example, for filers with one qualifying child aged 6 to 17, CTC is reduced to $2,000 if their AGI is at least $95,000 for single filers, $132,500 for head of household filers, and $170,000 for married joint filers. The second phaseout begins at AGI of $400,000 for married joint filers and AGI of $200,000 for all other filers. For the second phaseout, the amounts are again reduced by $50 for every $1,000 of the amount by which the filer’s AGI exceeds the applicable threshold from $2,000 to $0. For example, for filers with one qualifying child aged 6 to 17,","counting_young_children.pdf, Page 9"
counting_young_children.pdf_p9_c56,counting_young_children.pdf,9,"exceeds the applicable threshold from $2,000 to $0. For example, for filers with one qualifying child aged 6 to 17, CTC is reduced to $0 if their AGI is at least $440,000 for married joint filers and $240,000 other individual filers. These phaseouts are illustrated in the “Child Tax Credit Amount” figure in Section 2. Though the total CTC amount is the variable used in Supplemental Poverty Measure calculations and tabulations, the model also calculates an amount for the advance CTC payment as half the modeled total CTC amount.22 We then assign this advance CTC amount to filers who are","counting_young_children.pdf, Page 9"
counting_young_children.pdf_p9_c57,counting_young_children.pdf,9,"CTC payment as half the modeled total CTC amount.22 We then assign this advance CTC amount to filers who are in households that report receiving any advance CTC payment using the answer to the yes/no question added to the CPS ASEC.23 If the CPS ASEC Tax Model assigns a CTC amount, but the household does not report receiving any advance CTC payment, then the advance CTC amount is set to zero. It is also possible for a household to report receiving advance CTC payments but appear to not have qualifying children within the survey household. For tax filing units within","counting_young_children.pdf, Page 9"
counting_young_children.pdf_p9_c58,counting_young_children.pdf,9,"receiving advance CTC payments but appear to not have qualifying children within the survey household. For tax filing units within these households, their advance CTC payment and total CTC amount are zero. The answer to the yes/no question about receiving any advance CTC payment is not used in the tax model’s calculation of any household’s total CTC amount. 21 Lin (2022) further discusses the tax model criteria for a tax unit filing a return including the low filing threshold of $2,000. 22 The total estimated CTC amount variable (ACTC_CRD) is available on the 2022 ASEC public-use file. Historically, the ACTC_CRD","counting_young_children.pdf, Page 9"
counting_young_children.pdf_p9_c59,counting_young_children.pdf,9,"$2,000. 22 The total estimated CTC amount variable (ACTC_CRD) is available on the 2022 ASEC public-use file. Historically, the ACTC_CRD was the refundable portion of CTC. This definition did not change for the 2022 CPS ASEC. Since in 2021 the CTC was fully refundable, ACTC_CRD reflected the entire CTC amount. Historically, CTC_CRD was the sum of the non-refundable portion of CTC and the credit for other dependents, so in the 2022 CPS ASEC it contains only the credit for other dependents. 23 The advance CTC receipt variable used (HECTC_YN) is an edited survey variable which includes imputed values. The receipt","counting_young_children.pdf, Page 9"
counting_young_children.pdf_p9_c60,counting_young_children.pdf,9,dependents. 23 The advance CTC receipt variable used (HECTC_YN) is an edited survey variable which includes imputed values. The receipt variable and the estimated advance CTC payment amount variable (ADV_CTC) are available on the 2022 ASEC public-use file.,"counting_young_children.pdf, Page 9"
counting_young_children.pdf_p10_c61,counting_young_children.pdf,10,"10 5. Validation Methods and Results We take several approaches to validating the model results. For the first validation, we compare CTC amounts modeled from linked IRS Form 1040 records to amounts from the ASEC Tax Model. We link IRS Form 1040 records to individuals in ASEC household rosters who are also listed as the primary filer on any IRS Form 1040 record for tax year 2021, as described above. We sum the resulting imputed CTC payments from linked 1040s within ASEC tax units and compare those sums to the CTC amount from the ASEC Tax Model.24 The results of","counting_young_children.pdf, Page 10"
counting_young_children.pdf_p10_c62,counting_young_children.pdf,10,"within ASEC tax units and compare those sums to the CTC amount from the ASEC Tax Model.24 The results of this first validation exercise are summarized in Table 1. Several encouraging facts can be gleaned from this comparison. First, 83.1 percent (+/- 0.4 percentage points25) of the person-weighted sample resides in tax units that agree between the two data sources on the extensive margin of CTC receipt. Second, among the 27.0 percent (+/- 0.3 percentage points) of people in tax units that have a positive CTC amount in both data sources, a majority (59.6 percent +/- 1.1 percentage points) have","counting_young_children.pdf, Page 10"
counting_young_children.pdf_p10_c63,counting_young_children.pdf,10,"units that have a positive CTC amount in both data sources, a majority (59.6 percent +/- 1.1 percentage points) have the exact same positive amount in both data sources. Among people with differing positive amounts, the tax model underestimates CTC for 17.6 percent (+/- 0.7 percentage points) of people and overestimates for 22.8 percent (+/- 0.8 percentage points). Table 1 makes clear that CTC amounts modeled from the CPS ASEC survey information do not always match those modeled from the 1040s. Table 1 raises the question, however, as to which differences in model inputs give rise to the differences in","counting_young_children.pdf, Page 10"
counting_young_children.pdf_p10_c64,counting_young_children.pdf,10,"1040s. Table 1 raises the question, however, as to which differences in model inputs give rise to the differences in CTC amounts shown in Table 1. The second validation exercise explores differences shown in Table 1 by comparing the two key inputs required to calculate the credit amount: adjusted gross income and number of qualifying children under age 18. We explore the correspondence in AGI by regressing Form 1040 AGI on ASEC-modeled AGI. We report results from those regressions in Table 2. Results in Table 2 suggest that differences in AGI are unlikely to contribute much to the differences illustrated","counting_young_children.pdf, Page 10"
counting_young_children.pdf_p10_c65,counting_young_children.pdf,10,"Table 2. Results in Table 2 suggest that differences in AGI are unlikely to contribute much to the differences illustrated in Table 1. As was the case in the 2021 modeling of the Economic Impact Payments (Bee, Hokayem, and Lin, 2021), Table 2 shows that the CPS ASEC Tax Model captures much of the variation in Form 1040 AGI values: 48.3 percent of the variation in Form 1040 values in the $1-$200,000 range is explained by the CPS ASEC Tax Model (column 3).26 Besides, as discussed above, the CTC benefit formula 24 Note that since ASEC tax units do not","counting_young_children.pdf, Page 10"
counting_young_children.pdf_p10_c66,counting_young_children.pdf,10,"Model (column 3).26 Besides, as discussed above, the CTC benefit formula 24 Note that since ASEC tax units do not always correspond to tax units observed on 1040s, some ASEC tax units will include multiple 1040 primary filers. The reverse does not hold, however: since the ASEC is a sample survey, persons listed on a 1040 but omitted from its linked ASEC roster have no chance of appearing on any other ASEC roster. By construction, each 1040 can be linked to at most one ASEC household. In some cases, this conceptual asymmetry will not matter. For example, if one linked","counting_young_children.pdf, Page 10"
counting_young_children.pdf_p10_c67,counting_young_children.pdf,10,"to at most one ASEC household. In some cases, this conceptual asymmetry will not matter. For example, if one linked 1040 includes all the children in the ASEC unit and the second includes none. Another example is when the various linked 1040s combine to include all the same children in the tax unit, and AGIs on the plateau of the phaseout in both data sources. In general, however, this asymmetry will tend to generate 1040- modeled CTC amounts that are too high, which should be kept in mind when interpreting the resulting comparisons. However, the weighted sample of linked 1040","counting_young_children.pdf, Page 10"
counting_young_children.pdf_p10_c68,counting_young_children.pdf,10,"too high, which should be kept in mind when interpreting the resulting comparisons. However, the weighted sample of linked 1040 primary filers is theoretically representative of the population of all civilian non-institutionalized 1040 primary filers, so this asymmetry is more relevant for the ASEC-tax-unit-level comparisons in Tables 1, 2 and 3, and less relevant for the aggregate comparisons in Table 4 and the appendix. 25 Confidence intervals reflect the 90-percent confidence level. 26 The R-squared of 0.483, which is subjectively relatively well fitted compared to most income models. It implies a correlation coefficient of 0.695.","counting_young_children.pdf, Page 10"
counting_young_children.pdf_p10_c69,counting_young_children.pdf,10,relatively well fitted compared to most income models. It implies a correlation coefficient of 0.695.,"counting_young_children.pdf, Page 10"
counting_young_children.pdf_p11_c70,counting_young_children.pdf,11,"11 phaseouts apply to relatively high and narrow ranges of AGI, such that there is limited scope for AGI to affect CTC amounts, especially among families with incomes near their respective poverty thresholds. In Table 3 we explore the correspondence between qualifying children27 identified on CPS ASEC household rosters and the numbers of qualifying children listed on Form 1040 records linked to anyone in the CPS ASEC tax unit as a primary filer. We present cross-tabulations of dependent counts between the two data sources. Cells on the diagonal show matching assignment of qualifying children aged 0 to 17 from the","counting_young_children.pdf, Page 11"
counting_young_children.pdf_p11_c71,counting_young_children.pdf,11,"the two data sources. Cells on the diagonal show matching assignment of qualifying children aged 0 to 17 from the CPS ASEC Tax Model and tax year 2021 IRS Form 1040 records. About 48.4 percent (+/- 0.6 percentage points) of tax units with children from either data source have the same number in both sources. The first column and first row show error on the extensive margin: 16.2 percent (+/- 0.7 percentage points) of units with a child on a linked 1040 have no such child in the ASEC roster, and 35.9 percent (+/- 0.3 percentage points) of units with","counting_young_children.pdf, Page 11"
counting_young_children.pdf_p11_c72,counting_young_children.pdf,11,"linked 1040 have no such child in the ASEC roster, and 35.9 percent (+/- 0.3 percentage points) of units with a child on the survey roster have no child in any linked 1040.28 These discrepancies could be caused by children being claimed by different filers. The comparisons in Tables 1, 2, and 3 reveal differences in individual assignment of CTC amounts, but it remains difficult to tell how those differences, in conjunction with other potential sources of survey error and non-representativeness, net out in the aggregate. It could be the case that some households are assigned CTC amounts that are","counting_young_children.pdf, Page 11"
counting_young_children.pdf_p11_c73,counting_young_children.pdf,11,"non-representativeness, net out in the aggregate. It could be the case that some households are assigned CTC amounts that are slightly too high, others receive amounts too low, and that these errors generally cancel out. As a third and final validation exercise, Table 4 investigates this possibility, as it compares survey-weighted aggregate counts and amounts of modeled total CTC payments against benchmarks from two tables published by the Internal Revenue Service’s Statistics of Income (SOI) program: Advance Child Tax Credit Statistics and Mid-July Filing Statistics by AGI.29 We combine the two SOI tables to make their statistics more conceptually comparable","counting_young_children.pdf, Page 11"
counting_young_children.pdf_p11_c74,counting_young_children.pdf,11,Statistics and Mid-July Filing Statistics by AGI.29 We combine the two SOI tables to make their statistics more conceptually comparable to those from the ASEC Tax Model. We construct the SOI aggregate CTC amount to be the sum of the advance CTC payments and the refundable CTC amounts.30 We take the SOI aggregate count of CTC payments for each AGI category to be the higher of the count of tax units receiving advance CTC payments or the count of refundable CTC payments.31 The number of qualifying children comes from the advance CTC payments table since SOI omits them from its,"counting_young_children.pdf, Page 11"
