county_fips,county_name,pct_no_broadband,state_abbr
42119,"Union County, Pennsylvania",6.9,PA
42121,"Venango County, Pennsylvania",14.2,PA
42123,"Warren County, Pennsylvania",32.9,PA
42125,"Washington County, Pennsylvania",21.4,PA
42127,"Wayne County, Pennsylvania",30.4,PA
42129,"Westmoreland County, Pennsylvania",24.7,PA
42131,"Wyoming County, Pennsylvania",33.0,PA
42133,"York County, Pennsylvania",6.5,PA
16003,"Adams County, Idaho",35.5,ID
16005,"Bannock County, Idaho",13.2,ID
16007,"Bear Lake County, Idaho",26.6,ID
16009,"Benewah County, Idaho",39.8,ID
16011,"Bingham County, Idaho",9.5,ID
16013,"Blaine County, Idaho",38.1,ID
16015,"Boise County, Idaho",33.3,ID
16017,"Bonner County, Idaho",25.0,ID
16019,"Bonneville County, Idaho",11.2,ID
16021,"Boundary County, Idaho",34.4,ID
16023,"Butte County, Idaho",32.2,ID
16025,"Camas County, Idaho",42.6,ID
16027,"Canyon County, Idaho",6.9,ID
16029,"Caribou County, Idaho",16.6,ID
16031,"Cassia County, Idaho",20.1,ID
16033,"Clark County, Idaho",52.4,ID
16035,"Clearwater County, Idaho",36.4,ID
16037,"Custer County, Idaho",38.8,ID
16039,"Elmore County, Idaho",19.5,ID
16041,"Franklin County, Idaho",4.7,ID
16043,"Fremont County, Idaho",39.1,ID
16045,"Gem County, Idaho",11.4,ID
16047,"Gooding County, Idaho",31.9,ID
16049,"Idaho County, Idaho",51.6,ID
16051,"Jefferson County, Idaho",14.2,ID
16053,"Jerome County, Idaho",13.5,ID
16055,"Kootenai County, Idaho",3.9,ID
16057,"Latah County, Idaho",11.7,ID
16059,"Lemhi County, Idaho",26.2,ID
16061,"Lewis County, Idaho",49.4,ID
16063,"Lincoln County, Idaho",24.9,ID
16065,"Madison County, Idaho",5.1,ID
16067,"Minidoka County, Idaho",13.7,ID
16069,"Nez Perce County, Idaho",14.3,ID
16071,"Oneida County, Idaho",16.7,ID
16073,"Owyhee County, Idaho",32.7,ID
16075,"Payette County, Idaho",6.3,ID
16077,"Power County, Idaho",21.7,ID
16079,"Shoshone County, Idaho",21.6,ID
16081,"Teton County, Idaho",39.5,ID
16083,"Twin Falls County, Idaho",7.8,ID
16085,"Valley County, Idaho",38.4,ID
16087,"Washington County, Idaho",28.8,ID
16001,"Ada County, Idaho",9.1,ID
44009,"Washington County, Rhode Island",21.0,RI
44005,"Newport County, Rhode Island",21.4,RI
44007,"Providence County, Rhode Island",22.3,RI
44001,"Bristol County, Rhode Island",12.5,RI
44003,"Kent County, Rhode Island",3.2,RI
42001,"Adams County, Pennsylvania",7.6,PA
42003,"Allegheny County, Pennsylvania",13.2,PA
42005,"Armstrong County, Pennsylvania",21.4,PA
27001,"Aitkin County, Minnesota",53.4,MN
27003,"Anoka County, Minnesota",10.1,MN
27005,"Becker County, Minnesota",23.1,MN
27007,"Beltrami County, Minnesota",20.9,MN
27009,"Benton County, Minnesota",6.1,MN
27011,"Big Stone County, Minnesota",44.3,MN
27013,"Blue Earth County, Minnesota",8.4,MN
27015,"Brown County, Minnesota",7.5,MN
27017,"Carlton County, Minnesota",19.1,MN
27019,"Carver County, Minnesota",3.9,MN
27021,"Cass County, Minnesota",37.7,MN
27023,"Chippewa County, Minnesota",8.6,MN
27025,"Chisago County, Minnesota",4.9,MN
27027,"Clay County, Minnesota",5.3,MN
36031,"Essex County, New York",35.3,NY
36033,"Franklin County, New York",30.0,NY
36035,"Fulton County, New York",34.5,NY
36037,"Genesee County, New York",17.4,NY
36039,"Greene County, New York",53.5,NY
36041,"Hamilton County, New York",53.8,NY
36043,"Herkimer County, New York",39.4,NY
36045,"Jefferson County, New York",27.5,NY
36047,"Kings County, New York",17.3,NY
36049,"Lewis County, New York",47.8,NY
36051,"Livingston County, New York",18.8,NY
36053,"Madison County, New York",16.1,NY
36055,"Monroe County, New York",3.5,NY
36057,"Montgomery County, New York",38.4,NY
36059,"Nassau County, New York",7.6,NY
36061,"New York County, New York",18.5,NY
36063,"Niagara County, New York",12.9,NY
36065,"Oneida County, New York",28.7,NY
36067,"Onondaga County, New York",6.1,NY
36069,"Ontario County, New York",23.7,NY
36071,"Orange County, New York",20.8,NY
36073,"Orleans County, New York",30.2,NY
36075,"Oswego County, New York",17.3,NY
36077,"Otsego County, New York",33.8,NY
36079,"Putnam County, New York",11.4,NY
36081,"Queens County, New York",19.8,NY
36083,"Rensselaer County, New York",23.9,NY
36085,"Richmond County, New York",21.0,NY
36087,"Rockland County, New York",5.9,NY
36089,"St. Lawrence County, New York",20.7,NY
36091,"Saratoga County, New York",12.8,NY
36093,"Schenectady County, New York",19.5,NY
36095,"Schoharie County, New York",48.5,NY
36097,"Schuyler County, New York",33.9,NY
36099,"Seneca County, New York",32.9,NY
36101,"Steuben County, New York",25.2,NY
36103,"Suffolk County, New York",8.5,NY
36105,"Sullivan County, New York",48.6,NY
36107,"Tioga County, New York",6.1,NY
36109,"Tompkins County, New York",10.2,NY
36111,"Ulster County, New York",24.3,NY
36113,"Warren County, New York",36.8,NY
36115,"Washington County, New York",20.2,NY
36117,"Wayne County, New York",21.6,NY
36119,"Westchester County, New York",10.7,NY
36121,"Wyoming County, New York",38.3,NY
36123,"Yates County, New York",28.0,NY
36001,"Albany County, New York",10.0,NY
27029,"Clearwater County, Minnesota",53.0,MN
27031,"Cook County, Minnesota",45.4,MN
27033,"Cottonwood County, Minnesota",12.8,MN
27035,"Crow Wing County, Minnesota",28.5,MN
27037,"Dakota County, Minnesota",13.0,MN
27039,"Dodge County, Minnesota",6.0,MN
27043,"Faribault County, Minnesota",14.5,MN
27045,"Fillmore County, Minnesota",24.5,MN
27047,"Freeborn County, Minnesota",19.9,MN
27049,"Goodhue County, Minnesota",7.6,MN
27051,"Grant County, Minnesota",26.2,MN
27053,"Hennepin County, Minnesota",7.9,MN
27055,"Houston County, Minnesota",13.5,MN
27059,"Isanti County, Minnesota",11.7,MN
27061,"Itasca County, Minnesota",21.8,MN
27063,"Jackson County, Minnesota",19.5,MN
27065,"Kanabec County, Minnesota",50.5,MN
27067,"Kandiyohi County, Minnesota",7.1,MN
27069,"Kittson County, Minnesota",37.9,MN
27071,"Koochiching County, Minnesota",35.0,MN
27073,"Lac qui Parle County, Minnesota",53.6,MN
27075,"Lake County, Minnesota",28.0,MN
27077,"Lake of the Woods County, Minnesota",41.2,MN
27079,"Le Sueur County, Minnesota",14.8,MN
27081,"Lincoln County, Minnesota",51.3,MN
27083,"Lyon County, Minnesota",3.0,MN
27085,"McLeod County, Minnesota",3.8,MN
27087,"Mahnomen County, Minnesota",48.9,MN
27089,"Marshall County, Minnesota",30.5,MN
27091,"Martin County, Minnesota",33.1,MN
27093,"Meeker County, Minnesota",21.0,MN
27095,"Mille Lacs County, Minnesota",12.6,MN
27097,"Morrison County, Minnesota",27.5,MN
27099,"Mower County, Minnesota",11.4,MN
27101,"Murray County, Minnesota",39.0,MN
27103,"Nicollet County, Minnesota",5.2,MN
27105,"Nobles County, Minnesota",24.2,MN
27107,"Norman County, Minnesota",29.0,MN
27109,"Olmsted County, Minnesota",12.8,MN
27111,"Otter Tail County, Minnesota",23.7,MN
27113,"Pennington County, Minnesota",3.7,MN
27115,"Pine County, Minnesota",38.7,MN
27117,"Pipestone County, Minnesota",21.4,MN
27119,"Polk County, Minnesota",13.9,MN
27121,"Pope County, Minnesota",38.0,MN
27123,"Ramsey County, Minnesota",7.9,MN
27125,"Red Lake County, Minnesota",19.4,MN
27127,"Redwood County, Minnesota",19.4,MN
27131,"Rice County, Minnesota",13.4,MN
27133,"Rock County, Minnesota",12.5,MN
27135,"Roseau County, Minnesota",14.4,MN
27137,"St. Louis County, Minnesota",15.7,MN
27141,"Sherburne County, Minnesota",6.3,MN
27143,"Sibley County, Minnesota",15.1,MN
27147,"Steele County, Minnesota",10.0,MN
27149,"Stevens County, Minnesota",8.7,MN
27151,"Swift County, Minnesota",48.5,MN
27157,"Wabasha County, Minnesota",4.2,MN
27161,"Waseca County, Minnesota",3.7,MN
27163,"Washington County, Minnesota",12.0,MN
27167,"Wilkin County, Minnesota",3.1,MN
27169,"Winona County, Minnesota",10.0,MN
27173,"Yellow Medicine County, Minnesota",24.8,MN
27139,"Scott County, Minnesota",4.2,MN
27145,"Stearns County, Minnesota",9.3,MN
27153,"Todd County, Minnesota",35.1,MN
27159,"Wadena County, Minnesota",47.1,MN
27165,"Watonwan County, Minnesota",24.8,MN
27171,"Wright County, Minnesota",12.1,MN
27041,"Douglas County, Minnesota",24.0,MN
27129,"Renville County, Minnesota",17.1,MN
27057,"Hubbard County, Minnesota",26.7,MN
27155,"Traverse County, Minnesota",43.6,MN
56003,"Big Horn County, Wyoming",27.4,WY
56005,"Campbell County, Wyoming",23.4,WY
56007,"Carbon County, Wyoming",55.0,WY
56009,"Converse County, Wyoming",36.3,WY
56011,"Crook County, Wyoming",38.8,WY
56013,"Fremont County, Wyoming",33.3,WY
56015,"Goshen County, Wyoming",27.6,WY
56017,"Hot Springs County, Wyoming",21.1,WY
56019,"Johnson County, Wyoming",42.1,WY
56021,"Laramie County, Wyoming",7.0,WY
56023,"Lincoln County, Wyoming",22.0,WY
56025,"Natrona County, Wyoming",16.9,WY
56027,"Niobrara County, Wyoming",49.0,WY
56029,"Park County, Wyoming",20.9,WY
56031,"Platte County, Wyoming",52.8,WY
56033,"Sheridan County, Wyoming",12.1,WY
56035,"Sublette County, Wyoming",47.0,WY
56037,"Sweetwater County, Wyoming",23.0,WY
56039,"Teton County, Wyoming",25.6,WY
56041,"Uinta County, Wyoming",20.5,WY
56043,"Washakie County, Wyoming",36.3,WY
56045,"Weston County, Wyoming",27.4,WY
56001,"Albany County, Wyoming",10.4,WY
18001,"Adams County, Indiana",19.9,IN
18003,"Allen County, Indiana",8.7,IN
18005,"Bartholomew County, Indiana",8.0,IN
18007,"Benton County, Indiana",23.8,IN
18009,"Blackford County, Indiana",39.7,IN
18011,"Boone County, Indiana",14.5,IN
18013,"Brown County, Indiana",36.3,IN
18015,"Carroll County, Indiana",20.3,IN
18017,"Cass County, Indiana",27.2,IN
18019,"Clark County, Indiana",3.5,IN
18021,"Clay County, Indiana",36.2,IN
18023,"Clinton County, Indiana",14.9,IN
18025,"Crawford County, Indiana",43.9,IN
18027,"Daviess County, Indiana",32.1,IN
18033,"DeKalb County, Indiana",7.8,IN
18035,"Delaware County, Indiana",19.2,IN
18037,"Dubois County, Indiana",4.0,IN
18039,"Elkhart County, Indiana",16.4,IN
18041,"Fayette County, Indiana",38.6,IN
18043,"Floyd County, Indiana",14.2,IN
18045,"Fountain County, Indiana",54.7,IN
18047,"Franklin County, Indiana",22.9,IN
18049,"Fulton County, Indiana",23.6,IN
18051,"Gibson County, Indiana",21.0,IN
18053,"Grant County, Indiana",14.4,IN
18055,"Greene County, Indiana",23.9,IN
18057,"Hamilton County, Indiana",4.7,IN
18059,"Hancock County, Indiana",9.2,IN
18061,"Harrison County, Indiana",18.6,IN
18063,"Hendricks County, Indiana",13.3,IN
18065,"Henry County, Indiana",30.1,IN
18067,"Howard County, Indiana",11.9,IN
18069,"Huntington County, Indiana",12.6,IN
18071,"Jackson County, Indiana",14.5,IN
18073,"Jasper County, Indiana",11.1,IN
18075,"Jay County, Indiana",31.0,IN
18077,"Jefferson County, Indiana",23.1,IN
18079,"Jennings County, Indiana",23.4,IN
18081,"Johnson County, Indiana",8.4,IN
18083,"Knox County, Indiana",22.3,IN
18085,"Kosciusko County, Indiana",19.9,IN
18087,"LaGrange County, Indiana",39.8,IN
18089,"Lake County, Indiana",13.2,IN
18091,"LaPorte County, Indiana",21.3,IN
18093,"Lawrence County, Indiana",33.2,IN
18095,"Madison County, Indiana",11.3,IN
18097,"Marion County, Indiana",16.5,IN
18099,"Marshall County, Indiana",20.7,IN
18101,"Martin County, Indiana",38.2,IN
18103,"Miami County, Indiana",38.6,IN
18105,"Monroe County, Indiana",13.8,IN
18107,"Montgomery County, Indiana",21.5,IN
18109,"Morgan County, Indiana",5.6,IN
18111,"Newton County, Indiana",6.1,IN
18113,"Noble County, Indiana",17.1,IN
18115,"Ohio County, Indiana",38.0,IN
18119,"Owen County, Indiana",37.5,IN
18121,"Parke County, Indiana",37.7,IN
18123,"Perry County, Indiana",18.0,IN
18127,"Porter County, Indiana",11.7,IN
18129,"Posey County, Indiana",4.1,IN
18131,"Pulaski County, Indiana",33.8,IN
18135,"Randolph County, Indiana",37.4,IN
18137,"Ripley County, Indiana",24.0,IN
18141,"St. Joseph County, Indiana",12.2,IN
18143,"Scott County, Indiana",32.0,IN
18145,"Shelby County, Indiana",19.7,IN
18149,"Starke County, Indiana",15.7,IN
18161,"Union County, Indiana",34.3,IN
18151,"Steuben County, Indiana",34.7,IN
18155,"Switzerland County, Indiana",42.6,IN
18157,"Tippecanoe County, Indiana",10.7,IN
18163,"Vanderburgh County, Indiana",9.7,IN
18165,"Vermillion County, Indiana",52.1,IN
18169,"Wabash County, Indiana",36.2,IN
18171,"Warren County, Indiana",24.5,IN
18175,"Washington County, Indiana",22.3,IN
18177,"Wayne County, Indiana",11.3,IN
18179,"Wells County, Indiana",11.3,IN
18183,"Whitley County, Indiana",11.9,IN
18133,"Putnam County, Indiana",24.1,IN
18139,"Rush County, Indiana",34.9,IN
18147,"Spencer County, Indiana",22.3,IN
18153,"Sullivan County, Indiana",27.4,IN
18159,"Tipton County, Indiana",22.8,IN
18167,"Vigo County, Indiana",24.3,IN
18173,"Warrick County, Indiana",9.9,IN
18181,"White County, Indiana",20.0,IN
18031,"Decatur County, Indiana",10.9,IN
18117,"Orange County, Indiana",30.7,IN
18029,"Dearborn County, Indiana",13.2,IN
18125,"Pike County, Indiana",54.6,IN
32003,"Clark County, Nevada",6.8,NV
32005,"Douglas County, Nevada",7.4,NV
32007,"Elko County, Nevada",20.2,NV
32009,"Esmeralda County, Nevada",50.9,NV
32011,"Eureka County, Nevada",45.4,NV
32013,"Humboldt County, Nevada",19.0,NV
32015,"Lander County, Nevada",24.4,NV
32017,"Lincoln County, Nevada",42.9,NV
32019,"Lyon County, Nevada",18.1,NV
32021,"Mineral County, Nevada",29.2,NV
32023,"Nye County, Nevada",22.9,NV
32027,"Pershing County, Nevada",53.9,NV
32029,"Storey County, Nevada",22.6,NV
32031,"Washoe County, Nevada",9.0,NV
32033,"White Pine County, Nevada",44.1,NV
32510,"Carson City, Nevada",19.0,NV
32001,"Churchill County, Nevada",4.8,NV
46003,"Aurora County, South Dakota",33.3,SD
46005,"Beadle County, South Dakota",22.0,SD
46007,"Bennett County, South Dakota",49.1,SD
46009,"Bon Homme County, South Dakota",47.0,SD
46011,"Brookings County, South Dakota",6.7,SD
46013,"Brown County, South Dakota",24.9,SD
46015,"Brule County, South Dakota",11.9,SD
46017,"Buffalo County, South Dakota",54.9,SD
46019,"Butte County, South Dakota",34.1,SD
46021,"Campbell County, South Dakota",44.6,SD
46023,"Charles Mix County, South Dakota",51.6,SD
46025,"Clark County, South Dakota",17.4,SD
46027,"Clay County, South Dakota",20.6,SD
46029,"Codington County, South Dakota",7.5,SD
46031,"Corson County, South Dakota",54.6,SD
46033,"Custer County, South Dakota",26.7,SD
46035,"Davison County, South Dakota",12.9,SD
46037,"Day County, South Dakota",39.2,SD
46039,"Deuel County, South Dakota",21.0,SD
46041,"Dewey County, South Dakota",51.2,SD
46043,"Douglas County, South Dakota",49.0,SD
46045,"Edmunds County, South Dakota",36.1,SD
46047,"Fall River County, South Dakota",52.3,SD
46049,"Faulk County, South Dakota",38.6,SD
46051,"Grant County, South Dakota",17.3,SD
46053,"Gregory County, South Dakota",42.8,SD
46055,"Haakon County, South Dakota",54.7,SD
46057,"Hamlin County, South Dakota",19.9,SD
46059,"Hand County, South Dakota",52.0,SD
46061,"Hanson County, South Dakota",14.9,SD
46063,"Harding County, South Dakota",31.0,SD
46065,"Hughes County, South Dakota",7.0,SD
46067,"Hutchinson County, South Dakota",33.6,SD
46069,"Hyde County, South Dakota",54.8,SD
46071,"Jackson County, South Dakota",50.2,SD
46073,"Jerauld County, South Dakota",42.8,SD
46075,"Jones County, South Dakota",45.6,SD
46077,"Kingsbury County, South Dakota",40.7,SD
46079,"Lake County, South Dakota",20.4,SD
46081,"Lawrence County, South Dakota",12.9,SD
46083,"Lincoln County, South Dakota",13.3,SD
46085,"Lyman County, South Dakota",42.9,SD
46087,"McCook County, South Dakota",4.6,SD
46089,"McPherson County, South Dakota",50.0,SD
46091,"Marshall County, South Dakota",31.6,SD
46093,"Meade County, South Dakota",22.1,SD
46095,"Mellette County, South Dakota",52.0,SD
46097,"Miner County, South Dakota",20.6,SD
46099,"Minnehaha County, South Dakota",8.5,SD
46101,"Moody County, South Dakota",12.5,SD
46102,"Oglala Lakota County, South Dakota",44.3,SD
46103,"Pennington County, South Dakota",11.4,SD
46105,"Perkins County, South Dakota",40.8,SD
46107,"Potter County, South Dakota",22.9,SD
46109,"Roberts County, South Dakota",39.4,SD
46111,"Sanborn County, South Dakota",35.0,SD
46115,"Spink County, South Dakota",34.7,SD
46117,"Stanley County, South Dakota",10.1,SD
46119,"Sully County, South Dakota",34.5,SD
46121,"Todd County, South Dakota",57.8,SD
46123,"Tripp County, South Dakota",48.6,SD
46125,"Turner County, South Dakota",24.8,SD
46127,"Union County, South Dakota",4.8,SD
46129,"Walworth County, South Dakota",54.0,SD
46135,"Yankton County, South Dakota",8.1,SD
46137,"Ziebach County, South Dakota",51.8,SD
21001,"Adair County, Kentucky",38.5,KY
21003,"Allen County, Kentucky",11.4,KY
21005,"Anderson County, Kentucky",14.7,KY
21007,"Ballard County, Kentucky",23.6,KY
21009,"Barren County, Kentucky",10.8,KY
21011,"Bath County, Kentucky",54.6,KY
21013,"Bell County, Kentucky",48.0,KY
21015,"Boone County, Kentucky",10.1,KY
21017,"Bourbon County, Kentucky",39.4,KY
21019,"Boyd County, Kentucky",19.4,KY
21021,"Boyle County, Kentucky",7.8,KY
21023,"Bracken County, Kentucky",20.7,KY
21025,"Breathitt County, Kentucky",39.8,KY
21027,"Breckinridge County, Kentucky",29.8,KY
21029,"Bullitt County, Kentucky",11.3,KY
21031,"Butler County, Kentucky",54.1,KY
21033,"Caldwell County, Kentucky",33.1,KY
21035,"Calloway County, Kentucky",15.6,KY
21037,"Campbell County, Kentucky",11.3,KY
21039,"Carlisle County, Kentucky",50.9,KY
21041,"Carroll County, Kentucky",48.2,KY
21043,"Carter County, Kentucky",35.6,KY
21045,"Casey County, Kentucky",52.3,KY
21047,"Christian County, Kentucky",33.0,KY
21051,"Clay County, Kentucky",40.5,KY
21055,"Crittenden County, Kentucky",48.1,KY
21057,"Cumberland County, Kentucky",42.3,KY
21059,"Daviess County, Kentucky",4.4,KY
21061,"Edmonson County, Kentucky",36.7,KY
21063,"Elliott County, Kentucky",44.8,KY
21065,"Estill County, Kentucky",20.0,KY
21069,"Fleming County, Kentucky",45.2,KY
21071,"Floyd County, Kentucky",35.5,KY
21073,"Franklin County, Kentucky",9.9,KY
21077,"Gallatin County, Kentucky",46.5,KY
21079,"Garrard County, Kentucky",14.1,KY
21083,"Graves County, Kentucky",21.2,KY
21085,"Grayson County, Kentucky",35.9,KY
21089,"Greenup County, Kentucky",23.6,KY
21091,"Hancock County, Kentucky",17.3,KY
21093,"Hardin County, Kentucky",10.7,KY
21097,"Harrison County, Kentucky",28.7,KY
21099,"Hart County, Kentucky",18.6,KY
21103,"Henry County, Kentucky",22.0,KY
21105,"Hickman County, Kentucky",36.3,KY
21107,"Hopkins County, Kentucky",23.6,KY
21111,"Jefferson County, Kentucky",12.5,KY
21113,"Jessamine County, Kentucky",5.2,KY
21117,"Kenton County, Kentucky",12.8,KY
21119,"Knott County, Kentucky",35.4,KY
21121,"Knox County, Kentucky",46.1,KY
21125,"Laurel County, Kentucky",18.0,KY
21127,"Lawrence County, Kentucky",36.2,KY
21131,"Leslie County, Kentucky",44.8,KY
21133,"Letcher County, Kentucky",45.4,KY
33011,"Hillsborough County, New Hampshire",10.0,NH
33005,"Cheshire County, New Hampshire",20.7,NH
33007,"Coos County, New Hampshire",50.8,NH
33019,"Sullivan County, New Hampshire",22.5,NH
33013,"Merrimack County, New Hampshire",12.0,NH
33015,"Rockingham County, New Hampshire",14.6,NH
33017,"Strafford County, New Hampshire",13.8,NH
33001,"Belknap County, New Hampshire",23.6,NH
33009,"Grafton County, New Hampshire",32.0,NH
37113,"Macon County, North Carolina",38.6,NC
37117,"Martin County, North Carolina",46.1,NC
37123,"Montgomery County, North Carolina",51.0,NC
37129,"New Hanover County, North Carolina",11.8,NC
37137,"Pamlico County, North Carolina",22.6,NC
37141,"Pender County, North Carolina",24.1,NC
37147,"Pitt County, North Carolina",12.4,NC
37153,"Richmond County, North Carolina",46.2,NC
37159,"Rowan County, North Carolina",22.8,NC
37165,"Scotland County, North Carolina",20.7,NC
37171,"Surry County, North Carolina",39.6,NC
37175,"Transylvania County, North Carolina",30.1,NC
37183,"Wake County, North Carolina",7.4,NC
37189,"Watauga County, North Carolina",30.9,NC
37195,"Wilson County, North Carolina",28.5,NC
37001,"Alamance County, North Carolina",24.2,NC
37119,"Mecklenburg County, North Carolina",3.0,NC
37051,"Cumberland County, North Carolina",14.5,NC
31001,"Adams County, Nebraska",14.4,NE
31003,"Antelope County, Nebraska",45.4,NE
31005,"Arthur County, Nebraska",35.7,NE
31007,"Banner County, Nebraska",48.2,NE
31009,"Blaine County, Nebraska",43.9,NE
31011,"Boone County, Nebraska",31.5,NE
31013,"Box Butte County, Nebraska",11.3,NE
31015,"Boyd County, Nebraska",45.5,NE
31017,"Brown County, Nebraska",54.7,NE
31019,"Buffalo County, Nebraska",7.2,NE
31021,"Burt County, Nebraska",30.8,NE
31023,"Butler County, Nebraska",24.2,NE
31025,"Cass County, Nebraska",4.2,NE
31027,"Cedar County, Nebraska",36.4,NE
31029,"Chase County, Nebraska",13.6,NE
31031,"Cherry County, Nebraska",23.8,NE
31033,"Cheyenne County, Nebraska",14.5,NE
31037,"Colfax County, Nebraska",36.7,NE
31039,"Cuming County, Nebraska",24.4,NE
31043,"Dakota County, Nebraska",19.0,NE
31045,"Dawes County, Nebraska",24.3,NE
31047,"Dawson County, Nebraska",15.4,NE
31049,"Deuel County, Nebraska",37.6,NE
31051,"Dixon County, Nebraska",19.3,NE
31053,"Dodge County, Nebraska",11.1,NE
31055,"Douglas County, Nebraska",6.1,NE
31057,"Dundy County, Nebraska",42.6,NE
31059,"Fillmore County, Nebraska",53.1,NE
31061,"Franklin County, Nebraska",43.0,NE
31063,"Frontier County, Nebraska",36.7,NE
31065,"Furnas County, Nebraska",40.1,NE
31067,"Gage County, Nebraska",16.4,NE
31069,"Garden County, Nebraska",48.9,NE
31071,"Garfield County, Nebraska",30.7,NE
31073,"Gosper County, Nebraska",36.4,NE
31075,"Grant County, Nebraska",49.7,NE
31077,"Greeley County, Nebraska",54.9,NE
31079,"Hall County, Nebraska",11.4,NE
31081,"Hamilton County, Nebraska",5.3,NE
31083,"Harlan County, Nebraska",42.4,NE
31085,"Hayes County, Nebraska",48.1,NE
31087,"Hitchcock County, Nebraska",51.4,NE
31089,"Holt County, Nebraska",47.1,NE
31091,"Hooker County, Nebraska",43.4,NE
31093,"Howard County, Nebraska",38.1,NE
31095,"Jefferson County, Nebraska",39.8,NE
31097,"Johnson County, Nebraska",28.7,NE
31099,"Kearney County, Nebraska",3.3,NE
31101,"Keith County, Nebraska",32.1,NE
31103,"Keya Paha County, Nebraska",21.6,NE
31105,"Kimball County, Nebraska",37.5,NE
31107,"Knox County, Nebraska",37.2,NE
31109,"Lancaster County, Nebraska",9.6,NE
31111,"Lincoln County, Nebraska",11.0,NE
24041,"Talbot County, Maryland",10.7,MD
24035,"Queen Anne's County, Maryland",7.4,MD
24037,"St. Mary's County, Maryland",7.0,MD
24039,"Somerset County, Maryland",40.5,MD
24043,"Washington County, Maryland",13.4,MD
24045,"Wicomico County, Maryland",13.4,MD
24047,"Worcester County, Maryland",35.2,MD
24510,"Baltimore city, Maryland",27.5,MD
24001,"Allegany County, Maryland",39.4,MD
22001,"Acadia Parish, Louisiana",27.6,LA
22003,"Allen Parish, Louisiana",37.1,LA
22005,"Ascension Parish, Louisiana",14.1,LA
22007,"Assumption Parish, Louisiana",38.5,LA
22009,"Avoyelles Parish, Louisiana",49.6,LA
22011,"Beauregard Parish, Louisiana",41.1,LA
22013,"Bienville Parish, Louisiana",51.4,LA
22015,"Bossier Parish, Louisiana",17.3,LA
22017,"Caddo Parish, Louisiana",30.6,LA
22019,"Calcasieu Parish, Louisiana",34.0,LA
22021,"Caldwell Parish, Louisiana",52.3,LA
22023,"Cameron Parish, Louisiana",46.0,LA
22053,"Jefferson Davis Parish, Louisiana",32.1,LA
22055,"Lafayette Parish, Louisiana",23.4,LA
22057,"Lafourche Parish, Louisiana",12.6,LA
22059,"LaSalle Parish, Louisiana",53.9,LA
22061,"Lincoln Parish, Louisiana",27.8,LA
22063,"Livingston Parish, Louisiana",15.2,LA
22065,"Madison Parish, Louisiana",49.8,LA
22067,"Morehouse Parish, Louisiana",39.4,LA
22069,"Natchitoches Parish, Louisiana",45.6,LA
22071,"Orleans Parish, Louisiana",18.9,LA
22073,"Ouachita Parish, Louisiana",37.0,LA
22075,"Plaquemines Parish, Louisiana",29.5,LA
22077,"Pointe Coupee Parish, Louisiana",37.6,LA
22079,"Rapides Parish, Louisiana",20.2,LA
22081,"Red River Parish, Louisiana",45.3,LA
22083,"Richland Parish, Louisiana",38.1,LA
22085,"Sabine Parish, Louisiana",37.5,LA
22087,"St. Bernard Parish, Louisiana",27.6,LA
22089,"St. Charles Parish, Louisiana",11.8,LA
22091,"St. Helena Parish, Louisiana",36.1,LA
22093,"St. James Parish, Louisiana",34.5,LA
22095,"St. John the Baptist Parish, Louisiana",24.6,LA
22097,"St. Landry Parish, Louisiana",49.2,LA
22099,"St. Martin Parish, Louisiana",25.0,LA
22101,"St. Mary Parish, Louisiana",32.2,LA
22103,"St. Tammany Parish, Louisiana",11.5,LA
22105,"Tangipahoa Parish, Louisiana",23.7,LA
22107,"Tensas Parish, Louisiana",54.7,LA
22109,"Terrebonne Parish, Louisiana",36.0,LA
22111,"Union Parish, Louisiana",45.0,LA
22113,"Vermilion Parish, Louisiana",25.5,LA
22115,"Vernon Parish, Louisiana",28.6,LA
22117,"Washington Parish, Louisiana",53.8,LA
22119,"Webster Parish, Louisiana",52.6,LA
22121,"West Baton Rouge Parish, Louisiana",22.2,LA
22123,"West Carroll Parish, Louisiana",41.1,LA
22125,"West Feliciana Parish, Louisiana",37.2,LA
22025,"Catahoula Parish, Louisiana",53.9,LA
22027,"Claiborne Parish, Louisiana",43.1,LA
22029,"Concordia Parish, Louisiana",41.3,LA
22031,"De Soto Parish, Louisiana",21.8,LA
22033,"East Baton Rouge Parish, Louisiana",11.2,LA
22035,"East Carroll Parish, Louisiana",49.6,LA
22037,"East Feliciana Parish, Louisiana",53.9,LA
22039,"Evangeline Parish, Louisiana",38.3,LA
22041,"Franklin Parish, Louisiana",36.1,LA
22043,"Grant Parish, Louisiana",49.9,LA
22045,"Iberia Parish, Louisiana",31.1,LA
22047,"Iberville Parish, Louisiana",29.9,LA
22049,"Jackson Parish, Louisiana",52.5,LA
22051,"Jefferson Parish, Louisiana",24.4,LA
22127,"Winn Parish, Louisiana",43.5,LA
29001,"Adair County, Missouri",17.6,MO
29005,"Atchison County, Missouri",34.6,MO
29009,"Barry County, Missouri",44.6,MO
29011,"Barton County, Missouri",45.3,MO
29013,"Bates County, Missouri",55.0,MO
29015,"Benton County, Missouri",52.8,MO
29017,"Bollinger County, Missouri",49.0,MO
31113,"Logan County, Nebraska",43.1,NE
31115,"Loup County, Nebraska",47.3,NE
